employee_id,employee_name,department,job_level,contract_type,age,years_experience,monthly_salary,performance_score
1648,Lucía García,Recursos Humanos,Senior,Contrato,48,24,1340.64,4.4
1649,Pedro Mendoza,Recursos Humanos,Junior,Medio tiempo,53,30,1258.67,1.52
1650,Lucía Vera,TI,Semi-Senior,Tiempo completo,59,26,714.28,1.38
1651,Natalia García,TI,Semi-Senior,Medio tiempo,25,29,961.89,3.97
1652,José Vera,Recursos Humanos,Semi-Senior,Contrato,43,22,1352.25,2.54
1653,Miguel Hernández,Finanzas,Junior,Tiempo completo,25,5,813.3,3.82
1654,Natalia Gómez,Recursos Humanos,Junior,Tiempo completo,50,26,1614.06,2.61
1655,Carlos García,Operaciones,Junior,Tiempo completo,27,15,673.76,1.57
1656,Natalia Vera,Marketing,Semi-Senior,Tiempo completo,46,4,1409.35,4.75
1657,Laura Vera,Ventas,Semi-Senior,Tiempo completo,45,16,912.48,4.17
1658,Laura Gómez,Ventas,Junior,Tiempo completo,41,22,1547.68,2.55
1659,Valentina Gómez,Operaciones,Semi-Senior,Tiempo completo,49,27,1170.83,4.37
1660,Lucía Martínez,Finanzas,Junior,Tiempo completo,51,0,1260.07,3.1
1661,Sofía Rodríguez,Finanzas,Junior,Tiempo completo,23,7,400.0,1.66
1662,Fernando Castro,Marketing,Junior,Contrato,43,22,456.02,4.64
1663,Diego Martínez,Operaciones,Semi-Senior,Tiempo completo,20,32,1694.58,4.38
1664,Laura Vera,Ventas,Semi-Senior,Tiempo completo,46,25,502.39,1.91
1665,Sofía Castro,Recursos Humanos,Semi-Senior,Tiempo completo,45,28,1379.02,3.9
1666,Laura Rodríguez,Ventas,Senior,Contrato,45,1,1033.5,2.96
1667,Andrés Rodríguez,Operaciones,Junior,Medio tiempo,53,29,2062.2,1.36
1668,Paula Hernández,Recursos Humanos,Semi-Senior,Contrato,43,15,483.59,3.62
1669,Miguel García,Recursos Humanos,Junior,Medio tiempo,41,32,945.9,2.24
1670,Natalia Rodríguez,TI,Senior,Medio tiempo,33,28,981.44,3.97
1671,Jorge Pérez,Recursos Humanos,Senior,Tiempo completo,51,25,1955.7,3.38
1672,Juan Martínez,Marketing,Junior,Contrato,47,13,944.81,1.44
1673,José Hernández,Operaciones,Junior,Medio tiempo,57,12,1439.61,4.22
1674,Juan Vera,Ventas,Senior,Tiempo completo,34,21,663.02,3.62
1675,Camila Gómez,Operaciones,Senior,Tiempo completo,22,19,963.66,2.24
1676,Ana Castro,Ventas,Senior,Medio tiempo,46,9,1432.3,2.22
1677,Camila Rodríguez,Recursos Humanos,Semi-Senior,Medio tiempo,54,34,577.06,4.3
1678,María Vera,Operaciones,Semi-Senior,Medio tiempo,43,14,1855.17,4.55
1679,Pedro Mendoza,TI,Senior,Tiempo completo,39,18,626.69,1.27
1680,Daniela Vera,Ventas,Junior,Contrato,51,6,1240.46,3.96
1681,Paula López,Finanzas,Junior,Tiempo completo,49,33,400.0,4.89
1682,Juan Castro,Ventas,Junior,Medio tiempo,33,2,560.72,3.98
1683,Fernando Castro,Operaciones,Senior,Contrato,51,23,1453.16,2.95
1684,Andrés Mendoza,Finanzas,Senior,Contrato,27,23,2015.81,1.09
1685,María Castro,TI,Senior,Medio tiempo,21,12,1266.7,1.22
1686,Jorge García,Ventas,Semi-Senior,Medio tiempo,24,34,623.6,2.56
1687,María Rodríguez,Recursos Humanos,Junior,Medio tiempo,37,14,480.18,4.09
1688,Luis Vera,Ventas,Junior,Tiempo completo,27,31,1419.33,1.71
1689,Valentina Castro,Recursos Humanos,Senior,Contrato,27,28,1572.12,1.43
1690,Miguel Castro,Recursos Humanos,Senior,Tiempo completo,39,0,1343.8,1.68
1691,Pedro Rodríguez,TI,Senior,Contrato,47,19,887.17,1.4
1692,Fernando Rodríguez,TI,Semi-Senior,Contrato,43,30,1172.36,4.82
1693,Ana Vera,Ventas,Junior,Medio tiempo,41,3,1341.29,1.54
1694,Pedro Hernández,Marketing,Junior,Medio tiempo,34,10,1393.21,1.44
1695,Sofía García,Ventas,Senior,Contrato,53,7,574.28,4.27
1696,Luis Rodríguez,TI,Junior,Tiempo completo,39,26,1059.99,3.4
1697,Camila López,TI,Semi-Senior,Medio tiempo,21,4,1364.99,2.69
1698,Fernando Martínez,Finanzas,Senior,Medio tiempo,51,7,1524.64,2.14
1699,Natalia Hernández,Finanzas,Junior,Tiempo completo,49,2,972.02,1.65
1700,Pedro Hernández,Finanzas,Junior,Tiempo completo,27,15,909.36,3.78
1701,Ana Hernández,TI,Senior,Tiempo completo,34,17,726.16,3.79
1702,Luis Mendoza,Operaciones,Senior,Tiempo completo,33,31,2461.97,1.16
1703,Valentina Vera,Ventas,Senior,Tiempo completo,44,28,1525.24,2.6
1704,Pedro García,Marketing,Junior,Contrato,22,21,523.99,1.25
1705,Ana García,TI,Semi-Senior,Medio tiempo,28,14,1034.86,4.7
1706,Carlos Hernández,TI,Semi-Senior,Medio tiempo,28,7,648.34,2.33
1707,Juan Martínez,TI,Junior,Contrato,43,9,991.07,4.5
1708,Laura Gómez,Finanzas,Semi-Senior,Tiempo completo,58,5,1281.52,4.72
1709,Juan Hernández,Operaciones,Semi-Senior,Contrato,37,28,1206.67,3.9
1710,Diego Castro,Operaciones,Junior,Medio tiempo,25,31,822.02,3.02
1711,Paula García,Marketing,Senior,Tiempo completo,24,34,1427.94,4.4
1712,Carlos Vera,Ventas,Junior,Medio tiempo,23,28,628.76,2.35
1713,Ana Vera,Marketing,Junior,Medio tiempo,39,13,1099.88,2.35
1714,Miguel López,Operaciones,Senior,Contrato,28,12,812.65,4.32
1715,Camila Gómez,Ventas,Junior,Contrato,37,17,1196.59,1.21
1716,Ana García,Recursos Humanos,Senior,Tiempo completo,47,23,571.79,4.69
1717,Miguel Mendoza,Finanzas,Senior,Medio tiempo,24,5,718.6,2.42
1718,Miguel Mendoza,Ventas,Junior,Medio tiempo,30,33,1500.47,4.02
1719,Jorge Castro,Marketing,Semi-Senior,Contrato,31,34,1793.48,3.02
1720,Andrés Vera,TI,Semi-Senior,Tiempo completo,27,29,1175.67,4.48
1721,Paula Vera,Ventas,Semi-Senior,Tiempo completo,52,33,1500.48,2.36
1722,Fernando Rodríguez,Recursos Humanos,Semi-Senior,Contrato,35,3,627.72,3.39
1723,Fernando Castro,Operaciones,Junior,Medio tiempo,55,32,472.47,3.62
1724,Paula Rodríguez,Finanzas,Junior,Tiempo completo,26,21,1221.01,2.55
1725,María Mendoza,Marketing,Junior,Tiempo completo,28,30,1245.64,3.66
1726,Luis García,TI,Semi-Senior,Contrato,34,25,1622.21,1.05
1727,Valentina Castro,Ventas,Semi-Senior,Tiempo completo,44,24,1363.35,3.42
1728,Ana Rodríguez,Operaciones,Semi-Senior,Contrato,40,4,1234.87,3.97
1729,Miguel Vera,Operaciones,Senior,Tiempo completo,43,2,1064.67,2.8
1730,María Pérez,Marketing,Semi-Senior,Contrato,41,28,1305.1,1.25
1731,María Martínez,TI,Junior,Tiempo completo,53,15,1087.25,1.33
1732,Pedro Pérez,Finanzas,Junior,Contrato,46,15,755.91,1.9
1733,Pedro Rodríguez,Ventas,Junior,Medio tiempo,46,16,2006.49,2.26
1734,Daniela Mendoza,Operaciones,Semi-Senior,Tiempo completo,58,12,1097.54,1.14
1735,Paula García,Operaciones,Junior,Medio tiempo,31,4,1176.28,3.63
1736,Sofía López,Operaciones,Semi-Senior,Contrato,24,12,711.3,2.95
1737,Camila López,Finanzas,Senior,Tiempo completo,28,29,1003.38,4.49
1738,Camila García,TI,Junior,Medio tiempo,43,2,745.31,2.94
1739,Daniela Gómez,Finanzas,Semi-Senior,Contrato,39,3,1097.06,4.08
1740,José López,Operaciones,Junior,Tiempo completo,23,29,1387.68,3.17
1741,Diego Gómez,Recursos Humanos,Semi-Senior,Contrato,51,6,1120.49,2.17
1742,Carlos Martínez,Ventas,Semi-Senior,Tiempo completo,27,21,1013.21,4.0
1743,Ana García,Recursos Humanos,Senior,Medio tiempo,43,3,1715.9,1.04
1744,Juan Rodríguez,Ventas,Senior,Tiempo completo,51,21,568.17,1.79
1745,Natalia Mendoza,TI,Senior,Contrato,20,17,755.79,4.57
1746,Sofía Rodríguez,Marketing,Senior,Tiempo completo,37,21,1224.84,4.55
1747,Camila Castro,Finanzas,Junior,Tiempo completo,24,26,1498.18,4.39
1748,Daniela Mendoza,Finanzas,Junior,Contrato,41,14,1043.1,4.4
1749,José Rodríguez,TI,Senior,Medio tiempo,30,29,1399.43,2.02
1750,Lucía Vera,TI,Senior,Medio tiempo,25,30,590.93,3.98
1751,José López,Recursos Humanos,Semi-Senior,Contrato,42,6,1409.07,3.02
1752,Juan Mendoza,Recursos Humanos,Semi-Senior,Contrato,47,13,1664.24,3.57
1753,Natalia García,Marketing,Senior,Contrato,56,28,1533.98,1.88
1754,Paula Hernández,Finanzas,Senior,Tiempo completo,37,31,943.11,4.67
1755,Jorge Mendoza,Marketing,Senior,Tiempo completo,34,23,1089.85,3.13
1756,Sofía Pérez,Operaciones,Senior,Medio tiempo,32,7,1860.05,2.2
1757,Daniela Rodríguez,Operaciones,Semi-Senior,Medio tiempo,41,33,1532.42,3.77
1758,Diego López,Operaciones,Senior,Medio tiempo,25,16,2012.25,3.71
1759,Ana López,Marketing,Semi-Senior,Contrato,20,26,1454.19,4.26
1760,Diego Pérez,TI,Junior,Tiempo completo,43,30,1238.4,1.04
1761,Andrés Martínez,TI,Junior,Medio tiempo,37,31,476.83,4.74
1762,Juan Martínez,Ventas,Senior,Tiempo completo,36,29,664.56,2.25
1763,Camila López,Operaciones,Senior,Contrato,43,24,1456.63,3.5
1764,Laura Mendoza,Recursos Humanos,Junior,Tiempo completo,48,10,1389.68,3.17
1765,José Martínez,TI,Senior,Tiempo completo,24,27,1334.62,3.53
1766,Miguel Martínez,Ventas,Semi-Senior,Medio tiempo,20,13,1239.42,1.17
1767,Diego López,TI,Semi-Senior,Contrato,49,22,1886.34,3.8
1768,Luis Rodríguez,Recursos Humanos,Semi-Senior,Contrato,20,9,1059.5,1.6
1769,Ana Gómez,TI,Junior,Tiempo completo,32,2,808.22,2.07
1770,Miguel Rodríguez,Recursos Humanos,Semi-Senior,Contrato,26,26,781.46,1.24
1771,Camila García,TI,Junior,Medio tiempo,52,30,1185.82,2.42
1772,Fernando Castro,Operaciones,Senior,Contrato,23,10,2059.83,4.16
1773,Lucía Rodríguez,Ventas,Semi-Senior,Tiempo completo,42,11,1161.88,2.41
1774,Juan Martínez,TI,Senior,Medio tiempo,54,12,1244.01,1.2
1775,Andrés Castro,Recursos Humanos,Senior,Medio tiempo,59,32,2248.4,3.98
1776,Lucía Castro,TI,Senior,Medio tiempo,52,33,2108.51,3.2
1777,Natalia Gómez,Recursos Humanos,Junior,Contrato,53,23,462.96,2.07
1778,Valentina Castro,Recursos Humanos,Senior,Medio tiempo,37,4,1431.0,1.33
1779,Paula Martínez,Ventas,Junior,Contrato,38,16,2047.51,2.2
1780,José López,Finanzas,Semi-Senior,Medio tiempo,49,25,1779.19,1.66
1781,Diego Vera,Ventas,Senior,Contrato,36,21,1206.71,2.01
1782,Laura Rodríguez,Recursos Humanos,Semi-Senior,Medio tiempo,59,24,592.5,4.96
1783,Luis Castro,Marketing,Senior,Medio tiempo,35,9,1637.65,1.72
1784,Camila Mendoza,Recursos Humanos,Senior,Contrato,54,26,1072.6,1.23
1785,Natalia Hernández,Recursos Humanos,Semi-Senior,Contrato,24,29,1175.96,4.25
1786,Jorge Hernández,Marketing,Senior,Tiempo completo,45,26,909.75,4.0
1787,Miguel Pérez,Marketing,Junior,Contrato,33,5,400.0,2.36
1788,José García,TI,Junior,Tiempo completo,20,10,1507.35,2.46
1789,Lucía Castro,Finanzas,Semi-Senior,Tiempo completo,37,23,1885.28,3.62
1790,José Rodríguez,Recursos Humanos,Junior,Contrato,31,17,1174.04,3.46
1791,Laura López,Marketing,Semi-Senior,Medio tiempo,53,17,1374.39,2.3
1792,Miguel López,Finanzas,Semi-Senior,Medio tiempo,32,19,1077.39,4.27
1793,Camila López,Recursos Humanos,Junior,Contrato,57,19,489.96,2.26
1794,Valentina Gómez,Finanzas,Junior,Tiempo completo,54,19,1334.73,3.01
1795,Jorge Vera,Recursos Humanos,Semi-Senior,Medio tiempo,44,19,661.77,2.32
1796,Jorge Vera,Recursos Humanos,Senior,Medio tiempo,29,2,1173.56,3.82
1797,Paula Hernández,Finanzas,Senior,Medio tiempo,34,21,1100.48,1.64
1798,María García,Marketing,Semi-Senior,Medio tiempo,30,27,993.64,1.64
1799,Paula Gómez,TI,Junior,Contrato,44,10,890.68,2.75
1800,Diego Castro,Recursos Humanos,Junior,Medio tiempo,52,26,1707.6,1.52
1801,Diego García,Operaciones,Junior,Contrato,23,31,1501.74,4.2
1802,Jorge García,Ventas,Senior,Contrato,37,23,1317.7,2.78
1803,Sofía Rodríguez,Recursos Humanos,Senior,Medio tiempo,21,12,998.66,2.4
1804,Pedro Martínez,Operaciones,Semi-Senior,Contrato,57,21,541.87,2.09
1805,Paula Hernández,Marketing,Junior,Tiempo completo,36,15,1657.81,2.1
1806,Camila Pérez,Recursos Humanos,Senior,Medio tiempo,29,0,1239.27,4.7
1807,José García,TI,Semi-Senior,Contrato,45,31,1066.69,1.94
1808,Andrés Gómez,Operaciones,Junior,Tiempo completo,21,25,922.23,1.32
1809,Pedro Rodríguez,Ventas,Junior,Medio tiempo,35,22,1520.5,2.81
1810,Laura Pérez,Operaciones,Junior,Contrato,36,10,657.45,4.9
1811,Sofía Rodríguez,TI,Semi-Senior,Tiempo completo,41,25,1536.01,2.39
1812,Laura López,Finanzas,Senior,Medio tiempo,51,9,1156.85,2.9
1813,Luis Pérez,Finanzas,Senior,Tiempo completo,52,7,844.02,3.88
1814,Andrés Gómez,Operaciones,Senior,Medio tiempo,36,7,976.46,2.72
1815,Natalia Vera,Operaciones,Senior,Contrato,32,29,911.91,3.44
1816,Valentina Mendoza,TI,Semi-Senior,Tiempo completo,43,34,1030.42,3.08
1817,Jorge Mendoza,Ventas,Junior,Contrato,33,26,1438.11,4.45
1818,Diego López,Finanzas,Senior,Contrato,44,16,957.45,4.84
1819,Laura Mendoza,Marketing,Senior,Tiempo completo,27,22,741.65,1.37
1820,Luis Pérez,Ventas,Senior,Contrato,55,3,1413.2,1.29
1821,José Hernández,Recursos Humanos,Junior,Contrato,32,12,1112.94,1.24
1822,Luis García,Marketing,Semi-Senior,Tiempo completo,30,17,1155.4,2.73
1823,Miguel Hernández,TI,Semi-Senior,Medio tiempo,54,16,915.65,1.62
1824,José Castro,Marketing,Senior,Tiempo completo,55,17,824.9,1.64
1825,María Gómez,Ventas,Junior,Contrato,42,14,1156.9,1.85
1826,Carlos López,TI,Junior,Medio tiempo,20,8,1678.07,3.15
1827,Laura Vera,Operaciones,Senior,Tiempo completo,27,6,1387.33,4.72
1828,Luis Mendoza,Ventas,Senior,Medio tiempo,32,13,1232.76,1.71
1829,José Rodríguez,Finanzas,Junior,Medio tiempo,32,9,1195.56,1.98
1830,María Vera,Operaciones,Junior,Tiempo completo,38,5,973.48,2.51
1831,Camila López,Recursos Humanos,Senior,Contrato,22,26,1503.54,3.79
1832,José Hernández,Finanzas,Senior,Medio tiempo,25,19,1581.98,4.03
1833,Camila Hernández,TI,Semi-Senior,Contrato,32,34,692.47,1.68
1834,Ana García,Operaciones,Semi-Senior,Tiempo completo,27,16,1073.8,1.79
1835,Jorge López,Marketing,Senior,Medio tiempo,29,22,849.51,1.31
1836,José Castro,Operaciones,Junior,Contrato,38,24,879.09,4.21
1837,José Pérez,Ventas,Senior,Medio tiempo,41,21,697.15,1.86
1838,Natalia Mendoza,TI,Junior,Contrato,38,13,400.0,4.66
1839,Pedro Martínez,Marketing,Senior,Contrato,52,16,1458.34,1.23
1840,Fernando Castro,Marketing,Senior,Tiempo completo,40,6,1329.52,1.71
1841,Carlos García,Recursos Humanos,Senior,Contrato,31,0,853.58,1.97
1842,María Castro,Finanzas,Senior,Contrato,52,16,1155.07,2.21
1843,María Mendoza,Operaciones,Junior,Medio tiempo,57,11,1303.55,1.11
1844,José Hernández,Finanzas,Senior,Medio tiempo,46,5,1546.85,1.56
1845,Diego Pérez,Recursos Humanos,Semi-Senior,Tiempo completo,38,11,1081.08,2.96
1846,Paula Gómez,Recursos Humanos,Semi-Senior,Medio tiempo,29,34,1317.26,4.9
1847,Luis Hernández,Finanzas,Junior,Contrato,40,10,1291.78,3.11
1848,Sofía Vera,Marketing,Semi-Senior,Contrato,31,0,728.69,2.12
1849,Sofía Rodríguez,TI,Senior,Medio tiempo,39,31,931.48,1.71
1850,Carlos Mendoza,Recursos Humanos,Junior,Tiempo completo,52,26,1530.89,2.17
1851,Daniela Castro,Operaciones,Semi-Senior,Medio tiempo,48,15,725.49,2.91
1852,Miguel Mendoza,Operaciones,Semi-Senior,Medio tiempo,59,23,1635.25,4.93
1853,Valentina Martínez,Ventas,Junior,Contrato,24,21,400.0,4.47
1854,Andrés Mendoza,Finanzas,Junior,Medio tiempo,26,9,1565.34,2.16
1855,Daniela Castro,Finanzas,Senior,Medio tiempo,32,12,955.22,4.16
1856,Sofía García,Marketing,Senior,Contrato,57,8,1121.36,2.89
1857,José Vera,TI,Senior,Tiempo completo,51,28,1018.6,2.14
1858,Pedro Martínez,Ventas,Senior,Contrato,31,8,1253.97,3.7
1859,Carlos García,Operaciones,Semi-Senior,Tiempo completo,50,1,416.96,1.62
1860,Camila Mendoza,Marketing,Junior,Tiempo completo,40,30,1767.24,2.2
1861,Valentina Martínez,Finanzas,Senior,Medio tiempo,53,30,1382.21,1.82
1862,Juan Vera,Finanzas,Senior,Contrato,32,7,805.76,3.91
1863,José Castro,Marketing,Semi-Senior,Tiempo completo,56,23,606.08,4.31
1864,María Mendoza,Ventas,Semi-Senior,Contrato,53,3,1437.05,2.23
1865,Andrés Mendoza,TI,Senior,Contrato,33,18,1578.04,4.0
1866,Laura Mendoza,TI,Semi-Senior,Medio tiempo,25,0,1262.91,2.89
1867,Lucía Gómez,Recursos Humanos,Semi-Senior,Tiempo completo,43,15,973.43,4.7
1868,Andrés Vera,Ventas,Senior,Tiempo completo,37,23,1385.62,3.82
1869,Fernando Gómez,Marketing,Senior,Contrato,45,31,400.0,2.67
1870,Miguel Castro,Recursos Humanos,Senior,Tiempo completo,49,5,1158.13,1.24
1871,Paula Vera,Recursos Humanos,Semi-Senior,Medio tiempo,59,30,1188.96,2.47
1872,Ana Gómez,Operaciones,Semi-Senior,Tiempo completo,32,10,1512.91,1.89
1873,Pedro Rodríguez,TI,Semi-Senior,Tiempo completo,35,10,1130.15,4.5
1874,Paula Mendoza,TI,Junior,Contrato,52,11,1457.74,3.73
1875,José Castro,Finanzas,Junior,Medio tiempo,50,14,671.95,2.46
1876,Lucía Hernández,Operaciones,Junior,Tiempo completo,29,19,569.15,4.2
1877,Fernando García,Recursos Humanos,Semi-Senior,Contrato,42,27,1985.97,1.94
1878,Pedro García,Recursos Humanos,Junior,Contrato,48,30,400.0,2.53
1879,Daniela Vera,Marketing,Junior,Contrato,40,33,998.66,4.3
1880,Camila Martínez,Recursos Humanos,Junior,Contrato,34,20,400.0,4.85
1881,Pedro Rodríguez,Recursos Humanos,Semi-Senior,Tiempo completo,38,12,1258.6,2.78
1882,Luis Gómez,Finanzas,Semi-Senior,Contrato,31,26,845.27,3.71
1883,Laura Martínez,Ventas,Senior,Medio tiempo,35,26,400.0,1.17
1884,Camila Martínez,Recursos Humanos,Junior,Tiempo completo,45,25,1574.42,3.13
1885,Juan Vera,TI,Semi-Senior,Contrato,21,15,1220.79,2.04
1886,Lucía Gómez,Finanzas,Junior,Tiempo completo,42,0,1364.47,2.0
1887,Sofía Rodríguez,Marketing,Senior,Tiempo completo,20,28,709.43,1.2
1888,Camila Martínez,Marketing,Junior,Medio tiempo,53,23,691.88,1.07
1889,Camila Hernández,TI,Senior,Tiempo completo,40,34,1068.45,3.7
1890,Sofía Vera,Ventas,Junior,Tiempo completo,47,6,1845.62,1.42
1891,Luis López,TI,Semi-Senior,Tiempo completo,59,10,1052.93,4.2
1892,Carlos Martínez,Recursos Humanos,Semi-Senior,Contrato,25,15,1292.25,4.59
1893,Fernando García,Finanzas,Senior,Contrato,25,19,650.74,4.66
1894,Andrés García,TI,Junior,Tiempo completo,53,9,616.2,4.96
1895,Camila García,Finanzas,Junior,Contrato,32,3,426.45,4.64
1896,Valentina Vera,Operaciones,Junior,Contrato,27,18,751.28,3.26
1897,Pedro Rodríguez,Recursos Humanos,Senior,Tiempo completo,46,31,1817.19,3.95
1898,Paula Gómez,Operaciones,Junior,Medio tiempo,59,27,1657.89,2.02
1899,Valentina García,Finanzas,Senior,Tiempo completo,26,13,536.32,4.82
1900,Jorge Martínez,Recursos Humanos,Senior,Medio tiempo,44,22,2073.4,1.25
1901,José Pérez,Finanzas,Junior,Contrato,28,27,1594.77,4.91
1902,Laura Castro,Operaciones,Semi-Senior,Medio tiempo,29,14,1627.78,3.89
1903,Andrés López,Operaciones,Senior,Contrato,58,11,576.86,2.06
1904,Pedro Vera,Ventas,Senior,Tiempo completo,49,2,400.0,1.04
1905,Diego Pérez,Marketing,Junior,Contrato,36,20,694.0,2.55
1906,Natalia Pérez,Marketing,Semi-Senior,Tiempo completo,56,13,1407.46,1.79
1907,Laura García,Recursos Humanos,Semi-Senior,Contrato,48,32,1645.91,3.6
1908,Carlos García,Finanzas,Semi-Senior,Contrato,27,25,1081.27,4.53
1909,José Castro,Ventas,Junior,Contrato,49,2,1272.38,2.4
1910,Natalia Gómez,Marketing,Semi-Senior,Medio tiempo,28,18,1061.38,4.13
1911,María López,Recursos Humanos,Semi-Senior,Tiempo completo,42,20,1032.79,1.47
1912,Valentina Rodríguez,Operaciones,Junior,Tiempo completo,56,33,1001.77,1.26
1913,Camila Mendoza,Operaciones,Senior,Medio tiempo,48,18,400.0,3.34
1914,Pedro Pérez,Marketing,Semi-Senior,Contrato,57,26,1103.54,3.55
1915,Camila Pérez,Finanzas,Semi-Senior,Tiempo completo,58,1,1521.26,2.8
1916,Paula Castro,Finanzas,Junior,Tiempo completo,50,7,904.65,2.24
1917,Miguel Mendoza,Finanzas,Junior,Medio tiempo,26,24,1513.86,2.87
1918,Daniela Hernández,Ventas,Junior,Tiempo completo,52,15,1555.07,3.54
1919,Sofía Rodríguez,TI,Junior,Tiempo completo,49,26,1169.87,4.02
1920,Andrés Martínez,Operaciones,Senior,Tiempo completo,39,25,1732.42,2.5
1921,Jorge Gómez,Operaciones,Junior,Tiempo completo,29,10,1419.01,4.23
1922,Sofía Gómez,TI,Junior,Medio tiempo,32,17,714.63,3.14
1923,Andrés Martínez,TI,Semi-Senior,Contrato,57,27,1257.94,4.32
1924,Lucía Mendoza,Recursos Humanos,Semi-Senior,Contrato,41,32,1711.69,3.58
1925,Diego Castro,Marketing,Semi-Senior,Tiempo completo,39,14,2095.4,2.43
1926,José Hernández,Operaciones,Semi-Senior,Medio tiempo,31,15,1611.25,1.19
1927,Ana Vera,Recursos Humanos,Junior,Contrato,21,30,791.77,1.19
1928,Laura Rodríguez,Finanzas,Senior,Medio tiempo,49,30,521.91,3.32
1929,Andrés López,Ventas,Senior,Medio tiempo,43,15,1452.79,4.94
1930,Laura Hernández,Operaciones,Junior,Medio tiempo,31,29,616.67,3.25
1931,Lucía Gómez,Marketing,Semi-Senior,Tiempo completo,34,24,1003.11,3.51
1932,Daniela Pérez,Marketing,Junior,Medio tiempo,42,31,1145.1,4.32
1933,Camila Hernández,Finanzas,Senior,Contrato,51,5,1697.35,2.45
1934,José Martínez,Finanzas,Semi-Senior,Tiempo completo,25,34,1219.07,4.83
1935,Valentina Gómez,Recursos Humanos,Senior,Tiempo completo,47,26,1281.84,3.23
1936,Laura Vera,Operaciones,Senior,Tiempo completo,28,0,863.27,2.54
1937,Jorge Rodríguez,Ventas,Semi-Senior,Contrato,38,30,400.0,1.53
1938,Paula Gómez,Marketing,Semi-Senior,Contrato,55,0,1104.5,4.38
1939,Sofía Rodríguez,Marketing,Senior,Contrato,30,18,1725.11,1.33
1940,Sofía Rodríguez,Recursos Humanos,Senior,Tiempo completo,58,18,1070.03,2.06
1941,Carlos Gómez,TI,Semi-Senior,Tiempo completo,55,9,400.0,2.09
1942,Lucía Hernández,Finanzas,Junior,Medio tiempo,56,2,1306.07,2.12
1943,Lucía Rodríguez,Finanzas,Junior,Contrato,23,25,636.77,1.95
1944,Valentina Mendoza,Finanzas,Semi-Senior,Contrato,44,28,1136.19,3.65
1945,Fernando López,Ventas,Junior,Medio tiempo,57,21,899.46,2.01
1946,Juan Mendoza,Recursos Humanos,Semi-Senior,Tiempo completo,44,30,1191.86,3.7
1947,Miguel García,Recursos Humanos,Junior,Contrato,24,31,577.79,2.64
1948,María Hernández,Operaciones,Senior,Contrato,28,12,494.82,4.13
1949,Andrés Castro,Recursos Humanos,Semi-Senior,Tiempo completo,41,16,1270.49,2.28
1950,Ana Vera,Recursos Humanos,Junior,Contrato,30,23,1718.15,4.2
1951,María Castro,Finanzas,Senior,Tiempo completo,35,7,1073.99,2.74
1952,Pedro Gómez,Marketing,Senior,Tiempo completo,44,8,984.33,3.92
1953,Diego Mendoza,Operaciones,Senior,Contrato,35,1,1004.41,1.27
1954,Valentina Martínez,Ventas,Junior,Tiempo completo,39,8,1380.84,3.62
1955,Laura Rodríguez,Marketing,Semi-Senior,Medio tiempo,39,28,1570.96,1.28
1956,Laura Vera,Finanzas,Junior,Contrato,59,9,1945.35,3.25
1957,Sofía Rodríguez,Recursos Humanos,Senior,Medio tiempo,27,5,1292.87,3.87
1958,María Vera,Operaciones,Semi-Senior,Tiempo completo,53,2,584.25,2.18
1959,Lucía García,Recursos Humanos,Semi-Senior,Medio tiempo,52,0,1373.36,2.78
1960,Sofía López,Marketing,Semi-Senior,Contrato,55,32,1166.26,1.74
1961,Natalia Mendoza,Recursos Humanos,Semi-Senior,Medio tiempo,57,25,2163.35,3.12
1962,Fernando Gómez,TI,Senior,Medio tiempo,30,34,1168.89,2.14
1963,Lucía López,Operaciones,Junior,Contrato,42,9,1863.09,2.2
1964,Sofía Hernández,Finanzas,Semi-Senior,Tiempo completo,23,28,1012.27,4.35
1965,Miguel Martínez,Operaciones,Junior,Contrato,35,23,1536.82,1.85
1966,Ana López,Recursos Humanos,Semi-Senior,Medio tiempo,43,23,1221.62,3.3
1967,Ana Castro,TI,Semi-Senior,Medio tiempo,34,33,1388.58,2.11
1968,Lucía Mendoza,Operaciones,Semi-Senior,Contrato,24,31,1182.59,3.62
1969,Miguel Pérez,Ventas,Junior,Medio tiempo,44,27,1118.26,2.06
1970,Juan Martínez,Operaciones,Junior,Tiempo completo,20,28,1142.59,4.24
1971,Laura Martínez,Recursos Humanos,Junior,Tiempo completo,36,6,885.85,1.99
1972,Camila Pérez,Recursos Humanos,Junior,Tiempo completo,57,32,1073.89,1.01
1973,Lucía Pérez,Finanzas,Junior,Contrato,40,10,1637.32,1.85
1974,José Castro,Ventas,Junior,Medio tiempo,31,27,1419.95,3.37
1975,Natalia Hernández,Ventas,Semi-Senior,Tiempo completo,48,0,1594.32,2.38
1976,Carlos García,Finanzas,Senior,Medio tiempo,34,6,409.31,1.16
1977,Sofía Vera,Operaciones,Junior,Medio tiempo,37,4,1229.63,2.6
1978,Carlos Hernández,TI,Junior,Medio tiempo,31,31,1611.59,2.39
1979,Andrés Castro,Marketing,Junior,Contrato,36,21,1223.32,2.73
1980,Luis López,TI,Junior,Medio tiempo,39,26,1451.09,1.86
1981,Sofía López,Ventas,Junior,Contrato,35,28,1704.32,2.01
1982,Juan Rodríguez,Finanzas,Senior,Contrato,20,1,1494.29,1.77
1983,Laura Castro,TI,Senior,Tiempo completo,50,17,1809.15,4.5
